Time,sample,Type,Sub,Chan,Num,Aux
5:35.2,120688,),0,0,1,
5:35.5,120780,(,0,0,2,
5:35.5,120806,t,0,0,0,
5:35.7,120860,),0,0,2,
5:36.8,121275,(,0,0,1,
5:36.9,121299,N,0,0,0,
5:36.9,121311,),0,0,1,
5:37.1,121375,(,0,0,2,
5:37.2,121395,t,0,0,4,
5:37.2,121425,t,0,0,4,
5:37.4,121465,),0,0,2,
5:37.7,121584,(,0,0,1,
5:37.7,121603,N,0,0,0,
5:37.8,121617,),0,0,1,
5:38.0,121680,(,0,0,2,
5:38.0,121704,t,0,0,4,
5:38.1,121731,t,0,0,4,
5:38.2,121784,),0,0,2,
5:38.5,121868,(,0,0,1,
5:38.5,121888,N,0,0,0,
5:38.6,121900,),0,0,1,
5:38.7,121964,(,0,0,2,
5:38.8,121978,t,0,0,4,
5:38.9,122012,t,0,0,4,
5:39.0,122049,),0,0,2,
5:40.1,122437,(,0,0,1,
5:40.1,122460,N,0,0,0,
5:40.1,122471,),0,0,1,
5:40.3,122540,(,0,0,2,
5:40.4,122555,t,0,0,1,
5:40.5,122583,),0,0,2,
5:41.7,123030,(,0,0,1,
5:41.8,123049,N,0,0,0,
5:41.8,123060,),0,0,1,
5:41.9,123097,(,0,0,2,
5:41.9,123109,t,0,0,4,
5:42.1,123181,t,0,0,4,
5:42.2,123225,),0,0,2,
5:43.4,123644,(,0,0,1,
5:43.5,123662,N,0,0,0,
5:43.5,123673,),0,0,1,
5:43.7,123734,(,0,0,2,
5:43.7,123755,t,0,0,4,
5:43.9,123806,t,0,0,4,
5:43.9,123819,),0,0,2,
5:44.2,123917,(,0,0,1,
5:44.2,123935,N,0,0,0,
5:44.2,123947,),0,0,1,
5:44.4,124009,(,0,0,2,
5:44.5,124028,t,0,0,4,
5:44.6,124065,t,0,0,4,
5:44.6,124089,),0,0,2,
5:44.9,124199,(,0,0,1,
5:45.0,124220,N,0,0,0,
5:45.0,124232,),0,0,1,
5:45.2,124301,(,0,0,2,
5:45.3,124316,t,0,0,4,
5:45.4,124351,t,0,0,4,
5:45.4,124375,),0,0,2,
5:45.7,124487,(,0,0,1,
5:45.8,124506,N,0,0,0,
5:45.8,124517,),0,0,1,
5:46.0,124581,(,0,0,2,
5:46.1,124600,t,0,0,4,
5:46.2,124634,t,0,0,4,
5:46.2,124662,),0,0,2,
5:46.5,124757,(,0,0,1,
5:46.5,124774,N,0,0,0,
5:46.6,124785,),0,0,1,
5:46.8,124853,(,0,0,2,
5:46.8,124869,t,0,0,4,
5:46.9,124907,t,0,0,4,
5:47.0,124946,),0,0,2,
5:48.1,125333,(,0,0,1,
5:48.2,125354,N,0,0,0,
5:48.2,125365,),0,0,1,
5:48.4,125435,(,0,0,2,
5:48.4,125453,t,0,0,4,
5:48.5,125494,t,0,0,4,
5:48.7,125534,),0,0,2,
5:49.7,125906,(,0,0,1,
5:49.7,125925,N,0,0,0,
5:49.8,125935,),0,0,1,
5:50.0,126026,(,0,0,2,
5:50.1,126053,t,0,0,0,
5:50.2,126085,),0,0,2,
5:54.3,127582,(,0,0,1,
5:54.4,127602,N,0,0,0,
5:54.4,127614,),0,0,1,
5:54.7,127707,(,0,0,2,
5:54.8,127733,t,0,0,0,
5:54.9,127781,),0,0,2,
5:56.6,128402,(,0,0,1,
5:56.7,128422,N,0,0,0,
5:56.7,128432,),0,0,1,
5:56.9,128501,(,0,0,2,
5:56.9,128516,t,0,0,4,
5:57.0,128547,t,0,0,4,
5:57.1,128578,),0,0,2,
5:57.4,128685,(,0,0,1,
5:57.4,128697,N,0,0,0,
5:57.5,128707,),0,0,1,
5:57.6,128757,(,0,0,2,
5:57.7,128779,t,0,0,1,
5:57.8,128814,),0,0,2,
5:58.1,128938,(,0,0,1,
5:58.2,128957,N,0,0,0,
5:58.2,128967,),0,0,1,
5:58.4,129030,(,0,0,2,
5:58.4,129044,t,0,0,4,
5:58.5,129083,t,0,0,4,
5:58.6,129104,),0,0,2,
5:58.9,129207,(,0,0,1,
5:58.9,129230,N,0,0,0,
5:59.0,129242,),0,0,1,
5:59.1,129294,(,0,0,2,
5:59.1,129304,t,0,0,4,
5:59.3,129368,t,0,0,4,
5:59.4,129385,),0,0,2,
5:59.7,129500,(,0,0,1,
5:59.7,129518,N,0,0,0,
5:59.8,129530,),0,0,1,
5:59.9,129596,(,0,0,2,
6:00.0,129615,t,0,0,4,
6:00.1,129654,t,0,0,4,
6:00.1,129669,),0,0,2,
6:01.9,130299,(,0,0,1,
6:01.9,130317,N,0,0,0,
6:02.0,130329,),0,0,1,
6:02.1,130390,(,0,0,2,
6:02.2,130410,t,0,0,4,
6:02.3,130454,t,0,0,4,
6:02.4,130479,),0,0,2,
6:02.6,130548,(,0,0,1,
6:02.6,130567,N,0,0,0,
6:02.7,130577,),0,0,1,
6:02.9,130644,(,0,0,2,
6:02.9,130652,t,0,0,4,
6:03.0,130701,t,0,0,4,
6:03.1,130720,),0,0,2,
6:03.3,130795,(,0,0,1,
6:03.3,130817,N,0,0,0,
6:03.4,130829,),0,0,1,
6:03.5,130890,(,0,0,2,
6:03.6,130905,t,0,0,4,
6:03.7,130941,t,0,0,4,
6:03.7,130960,),0,0,2,
6:04.0,131055,(,0,0,1,
6:04.0,131072,N,0,0,0,
6:04.1,131084,),0,0,1,
6:04.3,131150,(,0,0,2,
6:04.3,131163,t,0,0,4,
6:04.4,131201,t,0,0,4,
6:04.5,131221,),0,0,2,
6:05.4,131566,(,0,0,1,
6:05.5,131583,N,0,0,0,
6:05.5,131594,),0,0,1,
6:05.7,131662,(,0,0,2,
6:05.7,131676,t,0,0,4,
6:05.8,131719,t,0,0,4,
6:05.9,131749,),0,0,2,
6:08.3,132611,(,0,0,1,
6:08.4,132628,N,0,0,0,
6:08.4,132638,),0,0,1,
6:08.6,132702,(,0,0,2,
6:08.6,132716,t,0,0,4,
6:08.7,132755,t,0,0,4,
6:08.8,132791,),0,0,2,
6:10.4,133369,(,0,0,1,
6:10.5,133388,N,0,0,0,
6:10.5,133400,),0,0,1,
6:10.7,133487,(,0,0,2,
6:10.8,133518,t,0,0,0,
6:10.9,133544,),0,0,2,
6:11.9,133914,(,0,0,1,
6:12.0,133932,N,0,0,0,
6:12.0,133943,),0,0,1,
6:12.1,133982,(,0,0,2,
6:12.2,133993,t,0,0,4,
6:12.3,134059,t,0,0,4,
6:12.5,134103,),0,0,2,
6:13.4,134443,(,0,0,1,
6:13.5,134462,N,0,0,0,
6:13.5,134474,),0,0,1,
6:13.6,134503,(,0,0,2,
6:13.6,134519,t,0,0,4,
6:13.8,134588,t,0,0,4,
6:13.9,134636,),0,0,2,
6:14.9,134970,(,0,0,1,
6:14.9,134988,N,0,0,0,
6:14.9,134999,),0,0,1,
6:15.2,135078,(,0,0,2,
6:15.2,135104,t,0,0,0,
6:15.4,135146,),0,0,2,
6:15.6,135224,(,0,0,1,
6:15.6,135242,N,0,0,0,
6:15.7,135253,),0,0,1,
6:15.8,135296,(,0,0,2,
6:15.8,135306,t,0,0,4,
6:16.0,135363,t,0,0,4,
6:16.1,135405,),0,0,2,
6:17.8,136041,(,0,0,1,
6:17.9,136060,N,0,0,0,
6:17.9,136071,),0,0,1,
6:18.1,136120,(,0,0,2,
6:18.1,136131,t,0,0,4,
6:18.3,136195,t,0,0,4,
6:18.4,136244,),0,0,2,
6:20.2,136880,(,0,0,1,
6:20.2,136898,N,0,0,0,
6:20.3,136909,),0,0,1,
6:20.5,136988,(,0,0,2,
6:20.6,137024,t,0,0,0,
6:20.7,137066,),0,0,2,
6:21.7,137430,(,0,0,1,
6:21.7,137447,N,0,0,0,
6:21.8,137458,),0,0,1,
6:21.9,137512,(,0,0,2,
6:22.0,137535,t,0,0,4,
6:22.1,137568,t,0,0,4,
6:22.2,137617,),0,0,2,
6:23.2,137987,(,0,0,1,
6:23.3,138007,N,0,0,0,
6:23.3,138018,),0,0,1,
6:23.5,138086,(,0,0,2,
6:23.6,138096,t,0,0,4,
6:23.7,138148,t,0,0,4,
6:23.8,138188,),0,0,2,
6:25.7,138867,(,0,0,1,
6:25.7,138887,N,0,0,0,
6:25.8,138898,),0,0,1,
6:26.0,138986,(,0,0,2,
6:26.1,139022,t,0,0,0,
6:26.2,139061,),0,0,2,
6:27.2,139421,(,0,0,1,
6:27.3,139439,N,0,0,0,
6:27.3,139450,),0,0,1,
6:27.5,139513,(,0,0,2,
6:27.5,139527,t,0,0,4,
6:27.6,139562,t,0,0,4,
6:27.7,139604,),0,0,2,
6:28.0,139700,(,0,0,1,
6:28.1,139718,N,0,0,0,
6:28.1,139729,),0,0,1,
6:28.3,139799,(,0,0,2,
6:28.3,139811,t,0,0,4,
6:28.4,139849,t,0,0,4,
6:28.6,139897,),0,0,2,
6:28.8,139989,(,0,0,1,
6:28.9,140008,N,0,0,0,
6:28.9,140019,),0,0,1,
6:29.1,140081,(,0,0,2,
6:29.1,140096,t,0,0,4,
6:29.2,140131,t,0,0,4,
6:29.3,140173,),0,0,2,
6:29.6,140280,(,0,0,1,
6:29.7,140301,N,0,0,0,
6:29.7,140315,),0,0,1,
6:29.9,140386,(,0,0,2,
6:29.9,140398,t,0,0,4,
6:30.0,140433,t,0,0,4,
6:30.1,140465,),0,0,2,
6:30.4,140579,(,0,0,1,
6:30.5,140598,N,0,0,0,
6:30.5,140609,),0,0,1,
6:30.7,140677,(,0,0,2,
6:30.8,140690,t,0,0,4,
6:30.9,140730,t,0,0,4,
6:30.9,140742,),0,0,2,
6:31.2,140861,(,0,0,1,
6:31.3,140880,N,0,0,0,
6:31.3,140891,),0,0,1,
6:31.6,140977,(,0,0,2,
6:31.6,141005,t,0,0,0,
6:31.7,141042,),0,0,2,
6:32.0,141130,(,0,0,1,
6:32.0,141151,N,0,0,0,
6:32.1,141162,),0,0,1,
6:32.2,141227,(,0,0,2,
6:32.3,141244,t,0,0,4,
6:32.4,141271,t,0,0,4,
6:32.5,141317,),0,0,2,
6:32.7,141400,(,0,0,1,
6:32.8,141422,N,0,0,0,
6:32.8,141436,),0,0,1,
6:33.0,141495,(,0,0,2,
6:33.0,141509,t,0,0,4,
6:33.1,141550,t,0,0,4,
6:33.3,141592,),0,0,2,
6:33.5,141664,(,0,0,1,
6:33.5,141683,N,0,0,0,
6:33.5,141695,),0,0,1,
6:34.2,141923,(,0,0,1,
6:34.2,141942,N,0,0,0,
6:34.3,141953,),0,0,1,
6:34.4,142019,(,0,0,2,
6:34.5,142029,t,0,0,1,
6:34.6,142065,),0,0,2,
6:34.9,142190,(,0,0,1,
6:35.0,142206,N,0,0,0,
6:35.0,142214,),0,0,1,
6:35.2,142278,(,0,0,2,
6:35.2,142291,t,0,0,4,
6:35.4,142349,t,0,0,4,
6:35.4,142365,),0,0,2,
6:35.7,142459,(,0,0,1,
6:35.7,142478,N,0,0,0,
6:35.8,142492,),0,0,1,
6:35.9,142553,(,0,0,2,
6:36.0,142572,t,0,0,4,
6:36.1,142614,t,0,0,4,
6:36.2,142646,),0,0,2,
6:36.4,142727,(,0,0,1,
6:36.5,142745,N,0,0,0,
6:36.5,142756,),0,0,1,
6:36.7,142829,(,0,0,2,
6:36.7,142840,t,0,0,4,
6:36.9,142885,t,0,0,4,
6:36.9,142919,),0,0,2,
6:37.1,142989,(,0,0,1,
6:37.2,143009,N,0,0,0,
6:37.2,143020,),0,0,1,
6:37.4,143076,(,0,0,2,
6:37.4,143099,t,0,0,4,
6:37.6,143138,t,0,0,4,
6:37.6,143155,),0,0,2,
6:37.9,143247,(,0,0,1,
6:37.9,143263,N,0,0,0,
6:37.9,143274,),0,0,1,
6:38.1,143333,(,0,0,2,
6:38.2,143353,t,0,0,4,
6:38.2,143384,t,0,0,4,
6:38.4,143426,),0,0,2,
6:38.6,143497,(,0,0,1,
6:38.6,143514,N,0,0,0,
6:38.6,143525,),0,0,1,
6:38.8,143585,(,0,0,2,
6:38.8,143599,t,0,0,4,
6:38.9,143637,t,0,0,4,
6:39.0,143671,),0,0,2,
6:39.2,143747,(,0,0,1,
6:39.3,143765,N,0,0,0,
6:39.3,143776,),0,0,1,
6:39.5,143833,(,0,0,2,
6:39.5,143854,t,0,0,4,
6:39.6,143885,t,0,0,4,
6:39.8,143931,),0,0,2,
6:40.0,144003,(,0,0,1,
6:40.0,144024,N,0,0,0,
6:40.0,144035,),0,0,1,
6:40.2,144102,(,0,0,2,
6:40.3,144114,t,0,0,4,
6:40.3,144143,t,0,0,4,
6:40.5,144187,),0,0,2,
6:40.7,144262,(,0,0,1,
6:40.7,144285,N,0,0,0,
6:40.8,144296,),0,0,1,
6:41.0,144364,(,0,0,2,
6:41.0,144378,t,0,0,4,
6:41.1,144416,t,0,0,4,
6:41.1,144430,),0,0,2,
6:41.4,144539,(,0,0,1,
6:41.5,144556,N,0,0,0,
6:41.5,144569,),0,0,1,
6:41.7,144630,(,0,0,2,
6:41.8,144648,t,0,0,4,
6:41.8,144683,t,0,0,4,
6:42.0,144721,),0,0,2,
6:42.2,144809,(,0,0,1,
6:42.3,144831,N,0,0,0,
6:42.3,144844,),0,0,1,
6:42.5,144911,(,0,0,2,
6:42.5,144925,t,0,0,1,
6:42.6,144955,),0,0,2,
6:43.0,145091,(,0,0,1,
6:43.0,145110,N,0,0,0,
6:43.1,145122,),0,0,1,
6:43.2,145187,(,0,0,2,
6:43.3,145208,t,0,0,4,
6:43.4,145242,t,0,0,4,
6:43.5,145289,),0,0,2,
6:43.7,145364,(,0,0,1,
6:43.8,145380,N,0,0,0,
6:43.8,145392,),0,0,1,
6:44.0,145454,(,0,0,2,
6:44.1,145477,t,0,0,4,
6:44.2,145520,t,0,0,4,
6:44.2,145535,),0,0,2,
6:44.5,145629,(,0,0,1,
6:44.5,145646,N,0,0,0,
6:44.6,145656,),0,0,1,
6:44.7,145723,(,0,0,2,
6:44.8,145734,t,0,0,4,
6:44.9,145774,t,0,0,4,
6:44.9,145797,),0,0,2,
6:45.2,145884,(,0,0,1,
6:45.2,145901,N,0,0,0,
6:45.3,145913,),0,0,1,
6:45.4,145973,(,0,0,2,
6:45.5,145986,t,0,0,4,
6:45.6,146024,t,0,0,4,
6:45.7,146055,),0,0,2,
6:45.9,146149,(,0,0,1,
6:46.0,146169,N,0,0,0,
6:46.0,146179,),0,0,1,
6:46.2,146234,(,0,0,2,
6:46.2,146259,t,0,0,4,
6:46.4,146312,t,0,0,4,
6:46.4,146328,),0,0,2,
6:46.7,146426,(,0,0,1,
6:46.7,146444,N,0,0,0,
6:46.8,146455,),0,0,1,
6:47.0,146522,(,0,0,2,
6:47.0,146541,t,0,0,4,
6:47.1,146572,t,0,0,4,
6:47.2,146609,),0,0,2,
6:47.5,146711,(,0,0,1,
6:47.6,146736,N,0,0,0,
6:47.6,146747,),0,0,1,
6:47.8,146809,(,0,0,2,
6:47.8,146824,t,0,0,4,
6:47.9,146862,t,0,0,4,
6:48.0,146905,),0,0,2,
6:48.3,146993,(,0,0,1,
6:48.3,147012,N,0,0,0,
6:48.3,147023,),0,0,1,
6:48.5,147085,(,0,0,2,
6:48.6,147106,t,0,0,4,
6:48.7,147147,t,0,0,4,
6:48.8,147186,),0,0,2,
6:49.0,147269,(,0,0,1,
6:49.1,147289,N,0,0,0,
6:49.1,147301,),0,0,1,
6:49.3,147364,(,0,0,2,
6:49.3,147379,t,0,0,4,
6:49.4,147419,t,0,0,4,
6:49.6,147457,),0,0,2,
6:49.8,147546,(,0,0,1,
6:49.9,147564,N,0,0,0,
6:49.9,147577,),0,0,1,
6:50.1,147644,(,0,0,2,
6:50.1,147657,t,0,0,4,
6:50.2,147694,t,0,0,4,
6:50.3,147715,),0,0,2,
6:50.5,147814,(,0,0,1,
6:50.6,147831,N,0,0,0,
6:50.6,147842,),0,0,1,
6:50.8,147922,(,0,0,2,
6:51.0,147960,t,0,0,0,
6:51.1,147998,),0,0,2,
6:51.3,148077,(,0,0,1,
6:51.3,148098,N,0,0,0,
6:51.4,148109,),0,0,1,
6:51.6,148191,(,0,0,2,
6:51.7,148219,t,0,0,0,
6:51.8,148261,),0,0,2,
6:52.0,148341,(,0,0,1,
6:52.1,148363,N,0,0,0,
6:52.1,148375,),0,0,1,
6:52.3,148433,(,0,0,2,
6:52.3,148454,t,0,0,4,
6:52.4,148483,t,0,0,4,
6:52.5,148511,),0,0,2,
6:52.8,148618,(,0,0,1,
6:52.8,148636,N,0,0,0,
6:52.9,148650,),0,0,1,
6:53.0,148712,(,0,0,2,
6:53.1,148731,t,0,0,4,
6:53.2,148769,t,0,0,4,
6:53.3,148813,),0,0,2,
6:53.5,148895,(,0,0,1,
6:53.6,148915,N,0,0,0,
6:53.6,148927,),0,0,1,
6:53.8,149000,(,0,0,2,
6:53.9,149012,t,0,0,4,
6:54.0,149046,t,0,0,4,
6:54.0,149074,),0,0,2,
6:54.3,149182,(,0,0,1,
6:54.4,149203,N,0,0,0,
6:54.4,149217,),0,0,1,
6:54.6,149287,(,0,0,2,
6:54.7,149300,t,0,0,4,
6:54.8,149344,t,0,0,4,
6:54.8,149360,),0,0,2,
6:55.1,149470,(,0,0,1,
6:55.2,149487,N,0,0,0,
6:55.2,149502,),0,0,1,
6:55.4,149566,(,0,0,2,
6:55.5,149582,t,0,0,4,
6:55.5,149615,t,0,0,4,
6:55.6,149628,),0,0,2,
6:55.9,149749,(,0,0,1,
6:56.0,149767,N,0,0,0,
6:56.0,149778,),0,0,1,
6:56.2,149839,(,0,0,2,
6:56.2,149853,t,0,0,4,
6:56.3,149891,t,0,0,4,
6:56.4,149932,),0,0,2,
6:56.6,150010,(,0,0,1,
6:56.7,150029,N,0,0,0,
6:56.7,150041,),0,0,1,
6:56.9,150104,(,0,0,2,
6:56.9,150115,t,0,0,4,
6:57.1,150157,t,0,0,4,
6:57.1,150179,),0,0,2,
6:57.4,150280,(,0,0,1,
6:57.5,150302,N,0,0,0,
6:57.5,150313,),0,0,1,
6:57.7,150376,(,0,0,2,
6:57.7,150393,t,0,0,4,
6:57.8,150421,t,0,0,4,
6:57.9,150452,),0,0,2,
6:58.2,150556,(,0,0,1,
6:58.2,150574,N,0,0,0,
6:58.3,150589,),0,0,1,
6:58.4,150654,(,0,0,2,
6:58.5,150670,t,0,0,4,
6:58.6,150701,t,0,0,4,
6:58.6,150730,),0,0,2,
6:58.9,150829,(,0,0,1,
6:59.0,150848,N,0,0,0,
6:59.0,150859,),0,0,1,
6:59.2,150926,(,0,0,2,
6:59.2,150940,t,0,0,4,
6:59.3,150979,t,0,0,4,
6:59.5,151024,),0,0,2,
6:59.7,151102,(,0,0,1,
6:59.7,151121,N,0,0,0,
6:59.8,151132,),0,0,1,
7:00.0,151202,(,0,0,2,
7:00.0,151215,t,0,0,4,
7:00.1,151248,t,0,0,4,
7:00.2,151298,),0,0,2,
7:00.5,151388,(,0,0,1,
7:00.5,151406,N,0,0,0,
7:00.6,151417,),0,0,1,
7:00.8,151491,(,0,0,2,
7:00.8,151505,t,0,0,4,
7:00.9,151539,t,0,0,4,
7:00.9,151554,),0,0,2,
7:01.3,151679,(,0,0,1,
7:01.3,151699,N,0,0,0,
7:01.4,151712,),0,0,1,
7:01.5,151774,(,0,0,2,
7:01.6,151790,t,0,0,4,
7:01.7,151840,t,0,0,4,
7:01.8,151860,),0,0,2,
7:02.0,151954,(,0,0,1,
7:02.1,151973,N,0,0,0,
7:02.1,151984,),0,0,1,
7:02.3,152048,(,0,0,2,
7:02.3,152059,t,0,0,4,
7:02.4,152092,t,0,0,4,
7:02.5,152133,),0,0,2,
7:02.8,152218,(,0,0,1,
7:02.8,152236,N,0,0,0,
7:02.9,152247,),0,0,1,
7:03.0,152309,(,0,0,2,
7:03.1,152328,t,0,0,4,
7:03.2,152359,t,0,0,4,
7:03.3,152398,),0,0,2,
7:03.5,152490,(,0,0,1,
7:03.6,152509,N,0,0,0,
7:03.6,152521,),0,0,1,
7:03.8,152584,(,0,0,2,
7:03.8,152600,t,0,0,4,
7:03.9,152633,t,0,0,4,
7:04.1,152676,),0,0,2,
7:04.3,152761,(,0,0,1,
7:04.3,152780,N,0,0,0,
7:04.4,152792,),0,0,1,
7:04.6,152863,(,0,0,2,
7:04.6,152874,t,0,0,4,
7:04.7,152913,t,0,0,4,
7:04.8,152950,),0,0,2,
7:05.9,153342,(,0,0,1,
7:06.0,153361,N,0,0,0,
7:06.0,153373,),0,0,1,
7:06.2,153443,(,0,0,2,
7:06.2,153457,t,0,0,1,
7:06.3,153482,),0,0,2,
7:06.7,153624,(,0,0,1,
7:06.7,153643,N,0,0,0,
7:06.8,153655,),0,0,1,
7:06.9,153714,(,0,0,2,
7:07.0,153733,t,0,0,4,
7:07.1,153764,t,0,0,4,
7:07.2,153806,),0,0,2,
7:08.2,154173,(,0,0,1,
7:08.3,154192,N,0,0,0,
7:08.3,154203,),0,0,1,
7:08.5,154271,(,0,0,2,
7:08.5,154287,t,0,0,4,
7:08.6,154320,t,0,0,4,
7:08.7,154345,),0,0,2,
7:09.0,154451,(,0,0,1,
7:09.0,154469,N,0,0,0,
7:09.1,154481,),0,0,1,
7:09.3,154549,(,0,0,2,
7:09.3,154566,t,0,0,1,
7:09.4,154589,),0,0,2,
7:12.1,155566,(,0,0,1,
7:12.1,155587,N,0,0,0,
7:12.2,155599,),0,0,1,
7:12.4,155668,(,0,0,2,
7:12.4,155684,t,0,0,4,
7:12.5,155726,t,0,0,4,
7:12.6,155742,),0,0,2,
7:12.9,155844,(,0,0,1,
7:12.9,155864,N,0,0,0,
7:12.9,155879,),0,0,1,
7:13.1,155949,(,0,0,2,
7:13.2,155961,t,0,0,4,
7:13.3,155993,t,0,0,4,
7:13.4,156037,),0,0,2,
7:13.6,156114,(,0,0,1,
7:13.6,156131,N,0,0,0,
7:13.7,156143,),0,0,1,
7:13.9,156211,(,0,0,2,
7:13.9,156224,t,0,0,4,
7:14.0,156260,t,0,0,4,
7:14.1,156298,),0,0,2,
7:14.3,156376,(,0,0,1,
7:14.4,156393,N,0,0,0,
7:14.4,156405,),0,0,1,
7:14.6,156464,(,0,0,2,
7:14.6,156483,t,0,0,4,
7:14.7,156522,t,0,0,4,
7:14.8,156559,),0,0,2,
7:15.0,156629,(,0,0,1,
7:15.1,156647,N,0,0,0,
7:15.1,156657,),0,0,1,
7:15.3,156720,(,0,0,2,
7:15.3,156734,t,0,0,4,
7:15.4,156767,t,0,0,4,
7:15.5,156811,),0,0,2,
7:15.7,156884,(,0,0,1,
7:15.8,156905,N,0,0,0,
7:15.8,156915,),0,0,1,
7:16.0,156978,(,0,0,2,
7:16.0,156995,t,0,0,4,
7:16.1,157030,t,0,0,4,
7:16.2,157042,),0,0,2,
7:16.5,157149,(,0,0,1,
7:16.5,157167,N,0,0,0,
7:16.6,157180,),0,0,1,
7:16.7,157239,(,0,0,2,
7:16.8,157258,t,0,0,4,
7:16.9,157313,t,0,0,4,
7:17.0,157337,),0,0,2,
7:17.2,157409,(,0,0,1,
7:17.3,157429,N,0,0,0,
7:17.3,157441,),0,0,1,
7:17.5,157506,(,0,0,2,
7:17.5,157524,t,0,0,4,
7:17.6,157558,t,0,0,4,
7:17.7,157601,),0,0,2,
7:17.9,157676,(,0,0,1,
7:18.0,157694,N,0,0,0,
7:18.0,157705,),0,0,1,
7:18.2,157772,(,0,0,2,
7:18.2,157781,t,0,0,4,
7:18.4,157827,t,0,0,4,
7:18.5,157862,),0,0,2,
7:18.7,157938,(,0,0,1,
7:18.7,157959,N,0,0,0,
7:18.8,157970,),0,0,1,
7:18.9,158031,(,0,0,2,
7:19.0,158049,t,0,0,4,
7:19.1,158088,t,0,0,4,
7:19.2,158128,),0,0,2,
7:19.4,158210,(,0,0,1,
7:19.5,158232,N,0,0,0,
7:19.5,158246,),0,0,1,
7:19.7,158301,(,0,0,2,
7:19.7,158320,t,0,0,4,
7:19.8,158360,t,0,0,4,
7:19.9,158394,),0,0,2,
7:20.1,158466,(,0,0,1,
7:20.2,158488,N,0,0,0,
7:20.2,158499,),0,0,1,
7:20.4,158559,(,0,0,2,
7:20.4,158573,t,0,0,4,
7:20.5,158610,t,0,0,4,
7:20.6,158646,),0,0,2,
7:21.5,158955,(,0,0,1,
7:21.5,158973,N,0,0,0,
7:21.6,158985,),0,0,1,
7:21.7,159043,(,0,0,2,
7:21.8,159060,t,0,0,4,
7:21.9,159101,t,0,0,4,
7:22.0,159133,),0,0,2,
7:22.2,159206,(,0,0,1,
7:22.2,159224,N,0,0,0,
7:22.3,159235,),0,0,1,
7:22.4,159290,(,0,0,2,
7:22.5,159310,t,0,0,4,
7:22.6,159347,t,0,0,4,
7:22.7,159384,),0,0,2,
7:22.9,159460,(,0,0,1,
7:22.9,159478,N,0,0,0,
7:23.0,159489,),0,0,1,
7:23.2,159553,(,0,0,2,
7:23.2,159566,t,0,0,4,
7:23.3,159607,t,0,0,4,
7:23.4,159644,),0,0,2,
7:23.6,159717,(,0,0,1,
7:23.7,159737,N,0,0,0,
7:23.7,159748,),0,0,1,
7:23.8,159796,(,0,0,2,
7:23.9,159808,t,0,0,4,
7:24.1,159879,t,0,0,4,
7:24.1,159904,),0,0,2,
7:24.3,159981,(,0,0,1,
7:24.4,160000,N,0,0,0,
7:24.4,160012,),0,0,1,
7:24.6,160072,(,0,0,2,
7:24.7,160096,t,0,0,4,
7:24.8,160133,t,0,0,4,
7:24.9,160164,),0,0,2,
7:25.1,160238,(,0,0,1,
7:25.1,160259,N,0,0,0,
7:25.1,160270,),0,0,1,
7:25.3,160333,(,0,0,2,
7:25.4,160345,t,0,0,4,
7:25.5,160384,t,0,0,4,
7:25.6,160418,),0,0,2,
7:26.4,160735,(,0,0,1,
7:26.5,160754,N,0,0,0,
7:26.5,160768,),0,0,1,
7:26.7,160829,(,0,0,2,
7:26.7,160847,t,0,0,4,
7:26.8,160880,t,0,0,4,
7:26.9,160897,),0,0,2,
7:27.1,160984,(,0,0,1,
7:27.2,161004,N,0,0,0,
7:27.2,161014,),0,0,1,
7:27.4,161075,(,0,0,2,
7:27.4,161091,t,0,0,4,
7:27.5,161132,t,0,0,4,
7:27.6,161165,),0,0,2,
7:27.8,161231,(,0,0,1,
7:27.9,161253,N,0,0,0,
7:27.9,161263,),0,0,1,
7:28.1,161318,(,0,0,2,
7:28.1,161332,t,0,0,4,
7:28.2,161375,t,0,0,4,
7:28.3,161407,),0,0,2,
7:28.5,161477,(,0,0,1,
7:28.6,161499,N,0,0,0,
7:28.6,161510,),0,0,1,
7:28.7,161548,(,0,0,2,
7:28.7,161560,t,0,0,4,
7:28.9,161626,t,0,0,4,
7:29.0,161665,),0,0,2,
7:30.0,162016,(,0,0,1,
7:30.0,162034,N,0,0,0,
7:30.1,162046,),0,0,1,
7:30.3,162115,(,0,0,2,
7:30.3,162129,t,0,0,1,
7:30.4,162156,),0,0,2,
7:30.8,162288,(,0,0,1,
7:30.8,162308,N,0,0,0,
7:30.8,162320,),0,0,1,
7:31.1,162408,(,0,0,2,
7:31.2,162442,t,0,0,0,
7:31.3,162484,),0,0,2,
7:31.5,162553,(,0,0,1,
7:31.5,162572,N,0,0,0,
7:31.6,162583,),0,0,1,
7:31.8,162664,(,0,0,2,
7:31.9,162694,t,0,0,0,
7:32.0,162740,),0,0,2,
7:32.9,163074,(,0,0,1,
7:33.0,163092,N,0,0,0,
7:33.0,163103,),0,0,1,
7:33.2,163154,(,0,0,2,
7:33.2,163178,t,0,0,4,
7:33.3,163210,t,0,0,4,
7:33.4,163237,),0,0,2,
7:33.7,163343,(,0,0,1,
7:33.7,163361,N,0,0,0,
7:33.8,163376,),0,0,1,
7:34.0,163441,(,0,0,2,
7:34.0,163452,t,0,0,4,
7:34.1,163494,t,0,0,4,
7:34.2,163531,),0,0,2,
7:34.4,163610,(,0,0,1,
7:34.5,163628,N,0,0,0,
